_u1.fuid,_u1.fplatformname,_u1.dt,_u1.if_away,_u1.label_score_week,_u1.label_score_month,_u1.play_score_alteration,_u1.label_score,_u1.play_passion_7day,_u1.pay_passion_7day,_u1.play_passion_30day,_u1.pay_passion_30day,_u1.lifespan,_u1.signup_to_now_days,_u1.total_silver_coin,_u1.total_gold_bar,_u1.carrying_silver_coin,_u1.carrying_gold_bar,_u1.safebox_silver_coin,_u1.safebox_gold_bar,_u1.if_vip,_u1.play_duration_life,_u1.play_duration_30day,_u1.play_duration_7day,_u1.play_innings_life,_u1.play_innings_30day,_u1.play_innings_7day,_u1.win_innings_life,_u1.win_innings_7day,_u1.lose_innings_life,_u1.lose_innings_7day,_u1.win_rate_life,_u1.win_rate_7day,_u1.pay_count_life,_u1.pay_count_30day,_u1.pay_count_7day,_u1.pay_sum_life,_u1.pay_sum_30day,_u1.pay_sum_7day,_u1.login_count_life,_u1.login_count_7day,_u1.bankrupt_count_life,_u1.bankrupt_count_7day,_u1.relieve_count_life,_u1.relieve_silver_coins_life,_u1.match_innings_life,_u1.match_duration_life,_u1.match_win_rate_life,_u1.recent_login_series_days,_u1.latest_play_coins,_u1.last_active_to_now_days,_u1.last_pay_to_now_days
20698703,云南,2018-07-02,1,9,8,0.625,8,9,0,24,0,91,91,92446,0,8672,0,83774,0,0,107613,21515,721,1926,251,7,737,2,1142,5,0.3827,0.2857,0,0,0,0.00,0.00,0.00,166,2,93,0,88,704000,4,355,0.0000,1,-2700,0,0
20699361,云南,2018-07-02,0,8,5,0.632653061224,5,18,0,49,15,90,91,17821,8,17821,8,0,0,0,203899,71597,6424,2767,818,77,1105,42,1571,35,0.3993,0.5455,37,7,0,33.50,3.50,0.00,174,6,182,1,126,1008000,563,45066,0.4654,0,-10800,1,20
20699868,辽宁,2018-07-02,0,8,8,0.264705882353,8,25,0,34,0,90,91,5298307,0,738263,0,4560044,0,0,360996,45722,8474,1399,287,62,757,21,640,40,0.5411,0.3443,0,0,0,0.00,0.00,0.00,227,11,3,0,3,24000,0,0,1.0000,0,-163527,1,0
20700218,云南,2018-07-02,1,8,8,0.32,8,17,0,25,0,90,91,61856,0,13590,0,48266,0,0,168700,33979,9544,2801,601,167,786,52,998,48,0.2806,0.5200,0,0,0,0.00,0.00,0.00,124,6,29,0,23,184000,0,0,1.0000,0,0,1,0
20700518,云南,2018-07-02,1,8,8,0.214285714286,8,11,0,14,0,91,91,79065,22,20000,22,59065,0,0,213520,19577,3240,3792,230,41,1242,13,2536,28,0.3275,0.3171,0,0,0,0.00,0.00,0.00,203,8,75,0,74,592000,176,13955,0.4602,1,-3058,0,0
20700595,四川,2018-07-02,0,3,5,-1.03225806452,5,63,29,31,16,91,91,22213,16,22213,16,0,0,0,256251,71846,55065,3417,484,364,1396,178,1998,184,0.4085,0.4917,14,5,5,33.00,7.00,7.00,169,15,208,27,104,832000,453,70446,0.5099,2,2520,0,0
20700743,云南,2018-07-02,0,5,5,-0.25,5,35,30,28,34,91,91,0,0,0,0,0,0,0,85105,9431,1799,3837,432,85,1765,29,1802,52,0.4600,0.3580,27,5,2,125.50,30.00,12.00,150,7,85,9,45,360000,0,0,1.0000,3,-5111,0,4
20701413,辽宁,2018-07-02,0,8,8,0.227272727273,8,34,0,44,0,91,91,0,0,0,0,0,0,0,190916,64315,8997,1474,545,81,707,41,766,40,0.4796,0.5062,0,0,0,0.00,0.00,0.00,208,11,64,9,61,488000,0,0,1.0000,1,-8674,0,0
20702154,云南,2018-07-02,1,9,5,0.470588235294,5,9,0,17,10,91,91,482,0,482,0,0,0,0,29247,18442,1392,362,145,10,122,1,222,9,0.3370,0.1000,5,4,0,2.50,2.00,0.00,43,3,34,3,22,176000,7,584,0.4286,1,-8000,0,18
20702300,云南,2018-07-02,0,9,8,0.307692307692,8,9,0,13,0,91,91,13560,0,13560,0,0,0,0,128603,4368,850,567,19,3,230,1,306,1,0.4056,0.5000,0,0,0,0.00,0.00,0.00,203,2,54,0,49,392000,0,0,1.0000,1,4000,0,0
20702453,云南,2018-07-02,1,9,8,0.722222222222,8,5,0,18,0,90,91,8780,10,8780,10,0,0,0,214606,21222,665,2442,157,6,840,2,1561,4,0.3440,0.3333,12,0,0,18.00,0.00,0.00,170,1,132,0,59,472000,5,289,0.4000,0,-540,1,55
20702487,山东,2018-07-02,1,6,8,-1.16129032258,8,67,0,31,0,89,91,17269,16,17269,16,0,0,0,500813,82669,70440,1991,427,378,908,178,980,194,0.4561,0.4785,0,0,0,0.00,0.00,0.00,449,48,59,5,53,424000,412,35313,0.4515,0,-5400,2,0
20703672,云南,2018-07-02,1,9,8,0.846153846154,8,4,0,26,0,89,90,0,0,0,0,0,0,0,35452,27402,547,295,212,3,147,0,124,3,0.4983,0.0000,0,0,0,0.00,0.00,0.00,45,2,46,3,18,144000,0,0,1.0000,0,-4168,1,0
20703954,山东,2018-07-02,0,8,8,0.611111111111,8,14,0,36,0,90,90,2847168,0,196000,0,2651168,0,0,340436,74601,5013,4423,1017,66,2187,29,2195,37,0.4945,0.4394,0,0,0,0.00,0.00,0.00,252,7,1,0,1,8000,0,0,1.0000,1,15000,0,0
20704424,山东,2018-07-02,1,8,8,0.692307692308,8,16,0,52,0,88,90,42786,0,19822,0,22964,0,1,137669,67569,6795,848,276,34,312,19,421,13,0.3679,0.5938,1,0,0,6.00,0.00,0.00,172,8,68,2,62,496000,11,767,0.1818,0,0,2,42
20705102,云南,2018-07-02,0,8,5,0.391304347826,5,14,0,23,33,89,90,13047,0,13047,0,0,0,0,288509,22531,1872,2559,265,24,1075,10,1459,14,0.4201,0.4167,37,4,0,294.00,30.00,0.00,318,5,72,3,57,456000,0,0,1.0000,0,-1350,1,16
20705165,云南,2018-07-02,0,8,6,0.353846153846,6,42,0,65,0,90,90,2185,0,2185,0,0,0,0,352704,84451,9426,4454,1026,114,1887,48,2544,66,0.4237,0.4211,10,0,0,62.00,0.00,0.00,396,12,172,6,148,1184000,0,0,1.0000,1,-2160,0,36
20705313,山东,2018-07-02,0,8,8,0.413793103448,8,34,0,58,0,90,90,95473,0,7460,0,88013,0,1,312461,78883,13712,2834,988,172,1302,69,1514,103,0.4594,0.4012,0,0,0,0.00,0.00,0.00,220,12,19,0,16,128000,0,0,1.0000,91,540,0,0
20706997,辽宁,2018-07-02,1,9,8,0.307692307692,8,9,0,13,0,89,90,20860,0,20860,0,0,0,0,26750,11245,1739,326,140,22,66,5,260,17,0.2025,0.2273,0,0,0,0.00,0.00,0.00,70,7,72,5,41,328000,0,0,1.0000,0,-8010,1,0
20707113,云南,2018-07-02,1,9,8,0.181818181818,8,9,0,11,0,89,90,1000,0,1000,0,0,0,0,65306,2725,594,945,19,6,394,1,482,5,0.4169,0.1667,0,0,0,0.00,0.00,0.00,108,3,33,2,24,192000,0,0,1.0000,0,-6560,1,0
20707459,山东,2018-07-02,1,9,8,0.833333333333,8,4,0,24,0,85,90,12000,87,12000,87,0,0,0,215504,34020,929,617,103,2,268,0,289,2,0.4344,0.0000,0,0,0,0.00,0.00,0.00,231,8,17,1,16,128000,51,5613,0.5294,0,-3340,5,0
20707957,云南,2018-07-02,1,8,8,0.676470588235,8,11,0,34,0,85,90,272999,90,13779,90,259220,0,0,169737,30159,3896,1584,326,43,739,18,785,25,0.4665,0.4186,0,0,0,0.00,0.00,0.00,275,8,14,0,7,56000,1008,86491,0.4474,0,1056,5,0
20708534,山东,2018-07-02,0,8,6,0.538461538462,6,30,0,65,0,90,90,176500,0,176500,0,0,0,0,278190,91189,9416,1444,501,57,321,16,586,16,0.2223,0.5000,0,0,0,0.00,0.00,0.00,347,15,145,4,117,936000,3,326,0.0000,5,0,0,0
20708583,辽宁,2018-07-02,0,8,5,0.135135135135,5,32,0,37,15,90,90,76828,10,7740,10,69088,0,0,550648,116707,26576,2883,753,258,1413,134,1450,124,0.4901,0.5194,7,3,0,33.00,9.00,0.00,171,7,39,0,23,184000,15,1239,0.4000,2,-2160,0,12
20708769,辽宁,2018-07-02,0,6,6,0.119565217391,6,81,0,92,9,90,90,8578,0,8578,0,0,0,1,530413,214079,36474,2316,936,154,1170,79,1079,70,0.5052,0.5302,2,1,0,8.00,6.00,0.00,691,68,80,9,76,608000,0,0,1.0000,91,-3500,0,16
20710199,四川,2018-07-02,0,6,6,-0.0615384615385,6,69,0,65,0,89,89,77326,0,16396,0,60930,0,1,275917,52954,18886,3105,618,218,1412,97,1693,121,0.4548,0.4450,0,0,0,0.00,0.00,0.00,620,57,46,0,46,368000,0,0,1.0000,52,1620,0,0
20710301,山东,2018-07-02,0,8,8,0.413793103448,8,17,0,29,0,88,89,101395,0,101395,0,0,0,0,174931,20632,3154,444,53,8,238,4,202,4,0.5360,0.5000,0,0,0,0.00,0.00,0.00,141,7,11,0,11,88000,0,0,1.0000,0,11199,1,0
20710516,山东,2018-07-02,0,6,8,-0.711111111111,8,77,0,45,0,89,89,8740,0,8740,0,0,0,0,125315,71158,29359,349,183,83,140,43,194,35,0.4011,0.5513,0,0,0,0.00,0.00,0.00,154,33,37,5,31,248000,0,0,1.0000,12,400,0,0
20711308,云南,2018-07-02,0,8,8,-0.357142857143,8,19,0,14,0,88,89,1997,0,1997,0,0,0,0,18920,7075,2065,694,230,83,317,34,312,38,0.4568,0.4722,0,0,0,0.00,0.00,0.00,63,11,34,5,31,248000,11,982,0.3636,0,-3000,1,0
20711493,其他,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,39,0,87,89,34500,0,34500,0,0,0,0,410712,178470,0,511,216,0,0,0,0,0,0.0000,0.0000,0,0,0,0.00,0.00,0.00,58,1,0,0,0,0,0,0,1.0000,0,0,2,0
20711660,云南,2018-07-02,1,9,8,0.529411764706,8,8,0,17,0,84,89,1111,0,1111,0,0,0,0,65707,5111,166,2064,234,8,871,2,1067,6,0.4220,0.2500,0,0,0,0.00,0.00,0.00,156,2,118,2,115,920000,0,0,1.0000,0,-6000,5,0
20713554,辽宁,2018-07-02,0,6,8,-2.04,8,76,0,25,0,89,89,29164,0,1758,0,27406,0,0,487710,56147,28973,5203,580,303,2555,153,2647,150,0.4911,0.5050,1,0,0,2.00,0.00,0.00,277,22,94,4,90,720000,0,0,1.0000,9,-2700,0,88
20713630,云南,2018-07-02,0,8,8,0.25641025641,8,29,0,39,0,89,89,12500,0,12500,0,0,0,0,213662,60987,11739,1051,267,46,333,9,401,16,0.3168,0.3600,0,0,0,0.00,0.00,0.00,198,14,219,2,64,512000,0,0,1.0000,2,0,0,0
20713683,云南,2018-07-02,1,9,8,0.454545454545,8,6,0,11,0,84,89,10000,0,10000,0,0,0,0,172873,19144,2915,3091,349,40,802,8,1074,14,0.2595,0.3636,0,0,0,0.00,0.00,0.00,152,2,0,0,0,0,0,0,1.0000,0,-2,5,0
20713956,云南,2018-07-02,1,8,8,0.342105263158,8,25,0,38,0,89,89,63577,0,63577,0,0,0,0,734575,90444,17833,7934,958,187,1952,41,4649,117,0.2460,0.2595,0,0,0,0.00,0.00,0.00,273,7,0,0,0,0,0,0,1.0000,1,0,0,0
20714286,云南,2018-07-02,1,9,7,0.555555555556,7,4,0,9,13,86,89,2311,0,2311,0,0,0,0,10408,5073,357,196,101,3,72,0,109,3,0.3673,0.0000,4,4,0,5.00,5.00,0.00,18,1,22,1,17,136000,0,0,1.0000,0,-4000,3,29
20714320,云南,2018-07-02,1,8,6,0.620689655172,6,33,0,87,0,89,89,15000,0,15000,0,0,0,0,912779,354058,16304,6681,2615,114,1991,27,4548,69,0.2980,0.2813,0,0,0,0.00,0.00,0.00,846,28,0,0,0,0,0,0,1.0000,5,-1,0,0
20715151,四川,2018-07-02,0,8,8,0.04,8,24,0,25,0,89,89,12234,0,12234,0,0,0,0,99372,22919,3863,1437,326,61,689,23,649,32,0.4795,0.4182,0,0,0,0.00,0.00,0.00,138,7,89,4,67,536000,0,0,1.0000,2,0,0,0
20715157,山东,2018-07-02,1,8,6,0.691176470588,6,21,0,68,0,86,89,38595,0,38595,0,0,0,0,388339,119110,7144,919,280,17,417,8,489,8,0.4538,0.5000,0,0,0,0.00,0.00,0.00,444,14,133,4,130,1040000,0,0,1.0000,0,13596,3,0
20715538,云南,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,12,0,85,89,2993,0,2993,0,0,0,0,351074,12984,0,2710,90,0,676,0,1557,0,0.2494,0.0000,0,0,0,0.00,0.00,0.00,186,1,49,0,44,352000,0,0,1.0000,0,0,4,0
20716479,四川,2018-07-02,1,8,8,0.458333333333,8,13,0,24,0,86,89,159438,0,36391,0,123047,0,0,263824,33359,3738,1223,206,27,536,14,544,12,0.4383,0.5385,0,0,0,0.00,0.00,0.00,209,6,61,0,41,328000,0,0,1.0000,0,-4800,3,0
20716779,云南,2018-07-02,0,6,8,-0.489361702128,8,70,0,47,0,88,88,2177,169,2177,169,0,0,0,142521,51573,20741,1497,563,226,617,91,872,134,0.4122,0.4044,0,0,0,0.00,0.00,0.00,230,34,100,20,88,704000,338,29223,0.4112,17,-500,0,0
20717696,云南,2018-07-02,1,8,8,0.59375,8,13,0,32,0,88,88,13900,0,3900,0,10000,0,0,75785,47944,5904,617,402,47,153,10,445,35,0.2480,0.2222,0,0,0,0.00,0.00,0.00,111,11,19,1,15,120000,0,0,1.0000,1,-1000,0,0
20717957,云南,2018-07-02,1,9,8,0.571428571429,8,9,0,21,0,86,88,42661,10,9700,10,32961,0,0,119611,27572,1053,1226,288,8,303,2,651,6,0.2471,0.2500,0,0,0,0.00,0.00,0.00,161,2,40,0,38,304000,13,1301,0.3077,0,-500,2,0
20718010,山东,2018-07-02,0,8,6,0.478260869565,6,36,0,69,0,88,88,12390,15,2501,15,9889,0,1,361583,93103,5578,3895,1011,57,1777,18,2117,39,0.4562,0.3158,0,0,0,0.00,0.00,0.00,307,12,160,7,146,1168000,114,9949,0.4737,75,-4320,0,0
20718792,四川,2018-07-02,1,8,8,0.294117647059,8,12,0,17,0,84,88,28492,0,12420,0,16072,0,0,35773,14718,2836,453,166,37,223,24,197,12,0.4923,0.6667,0,0,0,0.00,0.00,0.00,41,3,25,0,18,144000,0,0,1.0000,0,-5420,4,0
20718860,云南,2018-07-02,1,9,8,0.583333333333,8,5,0,12,0,83,88,87380,0,1907,0,85473,0,0,74573,9486,710,940,96,7,363,3,419,4,0.3862,0.4286,0,0,0,0.00,0.00,0.00,71,2,7,0,6,48000,0,0,1.0000,0,-6000,5,0
20719201,山东,2018-07-02,0,6,6,-0.246575342466,6,91,0,73,0,88,88,4638,0,0,0,4638,0,0,226209,170466,54570,1295,970,367,583,172,598,186,0.4502,0.4804,0,0,0,0.00,0.00,0.00,200,55,64,12,50,400000,0,0,1.0000,23,-16990,0,0
20719631,山东,2018-07-02,1,9,8,0.636363636364,8,4,0,11,0,84,88,31704,0,31704,0,0,0,0,32552,7102,1384,278,63,13,72,3,125,8,0.2590,0.2727,0,0,0,0.00,0.00,0.00,59,2,22,0,17,136000,0,0,1.0000,0,8500,4,0
20719689,辽宁,2018-07-02,1,9,8,0.7,8,3,0,10,0,86,88,13846,32,13846,32,0,0,0,126073,16477,573,1131,164,2,512,2,615,0,0.4527,1.0000,0,0,0,0.00,0.00,0.00,108,2,49,0,41,328000,253,22325,0.4822,0,475,2,0
20719997,辽宁,2018-07-02,1,9,8,0.75,8,3,0,12,0,82,88,2857,0,2857,0,0,0,0,160806,15686,208,1563,171,3,762,2,794,1,0.4875,0.6667,0,0,0,0.00,0.00,0.00,249,1,157,1,144,1152000,0,0,1.0000,0,-4320,6,0
20720098,山东,2018-07-02,0,8,8,0.0816326530612,8,45,0,49,0,88,88,58259,0,5640,0,52619,0,0,135528,54359,14940,1232,484,148,501,69,564,66,0.4067,0.5111,0,0,0,0.00,0.00,0.00,155,10,8,3,8,64000,0,0,1.0000,1,-540,0,0
20720444,山东,2018-07-02,0,8,8,0.234042553191,8,36,0,47,0,87,88,18813,0,18813,0,0,0,1,333043,39247,5897,2236,405,60,743,21,1010,22,0.3323,0.4884,0,0,0,0.00,0.00,0.00,315,9,46,0,37,296000,0,0,1.0000,0,0,1,0
20720777,云南,2018-07-02,1,8,8,0.309090909091,8,38,0,55,0,88,88,30256,0,3000,0,27256,0,0,251748,137390,22040,1866,1036,165,936,89,781,67,0.5016,0.5705,0,0,0,0.00,0.00,0.00,114,11,14,0,4,32000,0,0,1.0000,1,2,0,0
20721393,山东,2018-07-02,1,9,5,0.822222222222,5,8,0,45,19,88,88,488388,10,17367,10,471021,0,0,467026,98850,2483,4034,635,33,1855,11,2106,22,0.4598,0.3333,11,1,0,72.00,12.00,0.00,225,4,51,0,31,248000,30,2248,0.4000,2,-6000,0,21
20721962,四川,2018-07-02,0,8,8,0.575,8,17,0,40,0,88,88,92500,258,80000,258,12500,0,0,85009,24375,2969,995,275,34,533,17,444,17,0.5357,0.5000,0,0,0,0.00,0.00,0.00,156,6,0,0,0,0,957,82425,0.5298,2,-600,0,0
20722149,云南,2018-07-02,0,8,6,0.617647058824,6,26,0,68,0,88,88,660,0,660,0,0,0,0,448127,126070,9185,3575,981,67,974,22,2537,44,0.2724,0.3333,1,0,0,2.00,0.00,0.00,317,11,51,6,49,392000,0,0,1.0000,4,-18000,0,30
20722565,山东,2018-07-02,1,8,3,0.5375,3,37,0,80,21,85,88,15446,34,0,34,15446,0,0,413654,224301,23572,2664,1795,241,1230,105,1359,132,0.4617,0.4430,4,4,0,8.00,8.00,0.00,259,18,119,8,85,680000,364,27754,0.5027,0,-10577,3,7
20722706,辽宁,2018-07-02,1,8,8,-0.421052631579,8,27,0,19,0,87,88,10000,0,10000,0,0,0,0,94238,44226,11139,719,364,84,211,22,307,43,0.2935,0.3385,0,0,0,0.00,0.00,0.00,63,11,0,0,0,0,0,0,1.0000,0,0,1,0
20722843,四川,2018-07-02,0,8,8,0.5,8,19,0,38,0,87,88,5030,0,5000,0,30,0,0,273203,33894,4784,2545,325,48,731,15,1426,27,0.2872,0.3571,0,0,0,0.00,0.00,0.00,313,7,126,3,122,976000,0,0,1.0000,0,1760,1,0
20724175,辽宁,2018-07-02,1,9,8,0.727272727273,8,3,0,11,0,86,87,93891,0,20000,0,73891,0,0,54238,15846,1139,433,122,10,146,5,217,4,0.3372,0.5556,0,0,0,0.00,0.00,0.00,64,1,1,0,1,8000,0,0,1.0000,0,9000,1,0
20724710,四川,2018-07-02,1,8,6,0.596774193548,6,25,0,62,0,84,87,0,0,0,0,0,0,0,363066,126495,10239,3119,1109,81,1149,26,1771,47,0.3684,0.3562,0,0,0,0.00,0.00,0.00,283,11,104,3,49,392000,0,0,1.0000,0,-11300,3,0
20725041,四川,2018-07-02,1,8,8,-0.0416666666667,8,25,0,24,0,85,87,6980,0,6980,0,0,0,0,299419,33379,15014,2287,255,115,981,66,1155,48,0.4289,0.5789,0,0,0,0.00,0.00,0.00,307,10,290,5,116,928000,0,0,1.0000,0,-2880,2,0
20725043,云南,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,28,0,86,87,0,10,0,10,0,0,0,290636,47478,0,1579,264,0,625,0,908,0,0.3958,0.0000,0,0,0,0.00,0.00,0.00,286,1,300,0,127,1016000,7,685,0.4286,0,-4526,1,0
20725387,辽宁,2018-07-02,0,6,6,-0.0166666666667,6,61,0,60,0,87,87,400100,0,5050,0,395050,0,0,383517,107352,13412,3359,978,119,1431,61,1894,55,0.4260,0.5259,0,0,0,0.00,0.00,0.00,154,14,8,0,5,40000,0,0,1.0000,11,-3750,0,0
20725518,辽宁,2018-07-02,0,8,8,-0.192307692308,8,31,0,26,0,87,87,78000,296,78000,296,0,0,0,57811,19051,4646,620,205,48,303,21,312,27,0.4887,0.4375,0,0,0,0.00,0.00,0.00,94,6,0,0,0,0,620,57811,0.4887,4,-600,0,0
20725646,四川,2018-07-02,1,9,8,0.818181818182,8,4,0,22,5,83,87,467813,0,33000,0,434813,0,0,242324,44486,850,2193,373,5,1081,3,1100,2,0.4929,0.6000,2,2,0,1.00,1.00,0.00,251,1,99,0,72,576000,0,0,1.0000,0,-136424,4,15
20726193,辽宁,2018-07-02,0,6,8,-0.566037735849,8,83,0,53,0,87,87,804992,0,16500,0,788492,0,1,253992,102162,39089,1129,628,185,475,78,639,103,0.4207,0.4309,0,0,0,0.00,0.00,0.00,269,38,2,0,1,8000,0,0,1.0000,88,10000,0,0
20726458,云南,2018-07-02,0,8,5,0.5,5,10,0,20,12,84,87,4280,0,4280,0,0,0,0,69870,21558,2067,552,168,11,174,4,317,6,0.3152,0.4000,5,4,0,5.50,3.50,0.00,64,2,19,2,9,72000,0,0,1.0000,0,-6000,3,11
20726858,四川,2018-07-02,0,8,8,-1.27272727273,8,25,0,11,0,87,87,250292,0,18633,0,231659,0,0,61714,13017,4496,497,113,39,229,19,233,19,0.4608,0.5000,0,0,0,0.00,0.00,0.00,55,7,6,0,4,32000,0,0,1.0000,2,4200,0,0
20727384,云南,2018-07-02,0,8,8,0.08,8,23,0,25,0,87,87,20777,0,1702,0,19075,0,0,327202,20828,6071,2231,140,40,1138,24,944,15,0.5101,0.6154,16,0,0,70.50,0.00,0.00,364,8,222,0,89,712000,0,0,1.0000,4,-16200,0,64
20727723,云南,2018-07-02,1,9,8,0.692307692308,8,4,0,13,0,82,87,2537,0,2537,0,0,0,0,35025,9071,151,676,98,1,236,0,410,1,0.3491,0.0000,0,0,0,0.00,0.00,0.00,139,1,58,2,43,344000,0,0,1.0000,0,-4000,5,0
20728280,辽宁,2018-07-02,1,8,5,-0.291666666667,5,31,0,24,12,85,87,106223,0,34658,0,71565,0,0,560963,57915,29246,1821,186,94,827,52,809,42,0.4541,0.5532,77,5,0,124.50,4.00,0.00,150,8,92,0,37,296000,2,132,0.0000,0,5000,2,14
20728854,辽宁,2018-07-02,1,9,8,0.869565217391,8,3,0,23,0,84,87,7590,0,7590,0,0,0,0,78510,54515,475,451,289,4,174,0,251,4,0.3858,0.0000,0,0,0,0.00,0.00,0.00,46,2,20,0,15,120000,0,0,1.0000,0,-1000,3,0
20729127,云南,2018-07-02,1,8,8,0.615384615385,8,10,0,26,0,87,87,20388,0,14200,0,6188,0,0,101299,27623,2179,1394,234,21,307,6,967,13,0.2202,0.3158,0,0,0,0.00,0.00,0.00,122,4,22,0,20,160000,0,0,1.0000,2,-2400,0,0
20729568,云南,2018-07-02,1,9,8,0.5,8,9,0,18,0,86,86,500,0,500,0,0,0,0,158376,16493,809,3475,229,11,1596,5,1740,6,0.4593,0.4545,0,0,0,0.00,0.00,0.00,172,2,84,2,61,488000,0,0,1.0000,1,-5550,0,0
20730136,山东,2018-07-02,0,6,8,-2.28,8,82,0,25,0,86,86,35809,0,35809,0,0,0,0,63496,55781,36608,223,201,127,99,59,110,58,0.4439,0.5043,0,0,0,0.00,0.00,0.00,51,34,13,5,12,96000,17,1283,0.3529,9,5100,0,0
20730404,云南,2018-07-02,1,8,8,-0.166666666667,8,35,0,30,0,84,86,0,0,0,0,0,0,0,101660,38035,11289,1522,497,157,619,27,734,63,0.4067,0.3000,0,0,0,0.00,0.00,0.00,119,16,59,1,45,360000,0,0,1.0000,0,-4672,2,0
20730435,云南,2018-07-02,1,8,8,0.166666666667,8,15,0,18,0,83,86,1158,0,1158,0,0,0,0,101063,11884,2870,1440,68,16,608,7,728,9,0.4222,0.4375,0,0,0,0.00,0.00,0.00,169,6,181,7,69,552000,0,0,1.0000,0,-4000,3,0
20730573,辽宁,2018-07-02,0,9,8,0.8,8,3,0,15,5,83,86,24890,0,16397,0,8493,0,0,137398,14771,1084,1158,136,10,406,3,740,6,0.3506,0.3333,7,1,0,24.00,3.00,0.00,102,2,37,0,22,176000,0,0,1.0000,0,-2000,3,21
20731019,云南,2018-07-02,1,8,8,0.235294117647,8,13,0,17,0,81,86,41745,0,41745,0,0,0,0,91526,22208,5923,1400,257,68,584,24,767,41,0.4171,0.3692,0,0,0,0.00,0.00,0.00,135,4,63,0,61,488000,0,0,1.0000,0,-2000,5,0
20731663,山东,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,19,0,82,86,33748,0,2862,0,30886,0,0,171083,45354,0,1149,243,0,330,0,539,0,0.2872,0.0000,0,0,0,0.00,0.00,0.00,124,1,4,0,4,32000,0,0,1.0000,0,-3000,4,0
20731905,山东,2018-07-02,0,8,6,0.44776119403,6,37,0,67,0,86,86,173210,0,11567,0,161643,0,0,521802,147964,16483,1659,548,83,713,34,698,43,0.4298,0.4416,0,0,0,0.00,0.00,0.00,378,16,5,0,5,40000,0,0,1.0000,1,-17423,0,0
20731916,辽宁,2018-07-02,1,8,8,-0.636363636364,8,36,0,22,0,83,86,389046,0,0,0,389046,0,0,765843,56842,31222,3044,391,208,1286,58,1722,144,0.4225,0.2871,0,0,0,0.00,0.00,0.00,206,7,92,0,92,736000,19,1689,0.0526,0,-26450,3,0
20732509,山东,2018-07-02,1,9,8,0.272727272727,8,8,0,11,0,86,86,818,0,818,0,0,0,0,423599,7708,2520,3118,66,26,772,14,1246,10,0.2476,0.5833,0,0,0,0.00,0.00,0.00,189,3,48,1,39,312000,0,0,1.0000,1,-24000,0,0
20732618,辽宁,2018-07-02,1,8,8,0.35593220339,8,38,0,59,0,84,86,13493,19,13493,19,0,0,0,167561,128012,21740,1610,1107,235,614,100,759,124,0.3814,0.4464,0,0,0,0.00,0.00,0.00,222,28,74,7,65,520000,231,19401,0.4502,0,3200,2,0
20732714,云南,2018-07-02,0,6,6,0.19512195122,6,66,0,82,0,86,86,50475,0,50475,0,0,0,0,857714,251939,68346,7237,2230,609,2290,195,4780,405,0.3164,0.3250,0,0,0,0.00,0.00,0.00,435,25,114,2,63,504000,1,79,0.0000,1,-2,0,0
